"CONTROL","TOTROOMS","PERPOVLVL","NOISE","DISHWASH","SOLAR","GARAGE","DINING","LAUNDY","NOSTEP","CONDO","RATINGHS","RATINGNH","NHQPCRIME","NHQPUBTRN","NHQRISK","NHQSCHOOL","NHQSCRIME","NOWIRE","TENURE","CELLPHONE","LANDLINE","PLUGS","SOGIRESP","PORCH","LEAKO","LEAKI","NOTOIL","PAINTPEEL","NEARABAND","NEARBARCL","NEARTRASH","INTLANG","OMB13CBSA","HHSEX","HHMAR","HHSPAN","HHCITSHP","MILHH","HHMOVE","HHRACE","HHGRAD","HHNATVTY","PARTNER","SAMESEXHH","HSHLDTYPE","NUMELDERS","NUMADULTS","NUMNONREL","HHYNGKIDS","HHOLDKIDS","NUMVETS","NUMYNGKIDS","NUMOLDKIDS","NUMSUBFAM","NUMSECFAM","NUMPEOPLE","HHADLTKIDS","GRANDHH","MULTIGEN","SAMEHHLD","HHFNTVTY","HHMNTVTY","HHPRNTHOME","HHGEN","HHSOGILGBT","HHSOGISO","HHSOGIG","UFINROOMS","STORIES","LOTSIZE","FINROOMS","YRBUILT","HOA","FOUNDTYPE","UNITFLOORS","UNITSIZE","BEDROOMS","KITCHENS","MONOXIDE","SMOKALRM","SPRNKSYSTM","WATSOURCE","FRIDGE","KITCHSINK","WASHER","COOKTYPE","COOKFUEL","DRYER","SEWTYPE","BATHROOMS","HOTWATER","HEATFUEL","FIREPLACE","ACPRIMARY","ACSECNDRY","HEATTYPE","SUPP1HEAT","SUPP2HEAT","HOT","COLD","NOWAT","WALLCRACK","FLOORHOLE","FNDCRUMB","ROOFSHIN","ROOFHOLE","ROOFSAG","WALLSIDE","WALLSLOPE","WINBOARD","WINBROKE","WINBARS","MOLDKITCH","MOLDBATH","MOLDBEDRM","MOLDBASEM","MOLDLROOM","MOLDOTHER","RODENT","ROACH","SEWBREAK","FUSEBLOW","ELECAMT","GASAMT","OILAMT","OTHERAMT","TRASHAMT","WATERAMT","UTILAMT","HHSEE","HHMEMRY","HHCARE","HHERRND","HHLDASTHMA","NUMASTHMAST","HHLDASTHMAER","ADEQUACY","POVLVLINC","UPKEEP","INSURAMT","HINCP","FINCP","TOTHCAMT","Class"
21011560,5,34,1,2,2,2,0,0,1,2,7,3,1,1,2,1,1,1,2,2,2,1,1,2,2,2,1,2,2,2,1,1,17460,2,6,2,1,6,2019,2,39,57,4,2,3,0,2,1,1,2,0,1,2,0,0,5,0,2,2,3,57,57,1,3,2,1,3,0,2,1,1,1980,2,4,2,3,3,1,1,1,2,1,1,1,2,1,2,5,1,1,2,1,4,1,12,1,14,14,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,5,60,20,0,0,3,3,80,2,2,2,2,2,1,2,1,35765,1,0,12200,11000,1080,"No"
21011561,3,214,1,2,2,2,0,0,1,2,5,7,NA,1,2,1,2,1,2,2,2,1,1,2,2,1,2,2,3,3,3,1,17460,1,1,2,5,6,2023,1,39,100,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,4,100,100,1,1,3,6,7,0,3,NA,1,1960,2,NA,1,2,1,1,2,1,2,1,1,1,2,1,1,5,1,1,2,1,4,5,12,1,14,14,1,2,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,30,20,0,0,2,10,60,2,2,2,2,2,1,2,1,20068,1,0,43000,43000,760,"No"
21011563,6,501,2,2,2,1,0,0,2,2,8,7,2,1,2,1,2,1,1,2,2,1,1,2,1,2,2,2,3,1,3,1,17460,1,6,2,1,6,2022,1,44,57,2,2,5,0,2,1,0,0,0,0,0,0,0,2,0,2,1,4,57,57,1,3,1,1,2,0,3,2,2,1940,2,1,3,4,3,1,1,1,2,1,1,1,1,1,2,1,1,3,2,2,4,1,12,1,7,14,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,1,60,80,0,0,30,160,330,2,2,2,2,2,1,2,1,20019,1,102,160000,80000,1225,"No"
21011564,8,383,2,1,2,1,1,0,2,2,8,8,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,17460,1,2,2,1,6,2019,1,44,57,0,2,2,0,1,0,0,1,0,0,1,0,0,2,0,2,2,1,57,57,1,3,2,1,1,0,3,3,2,1950,2,1,3,8,4,1,1,1,2,1,1,1,1,1,2,1,1,4,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,50,110,0,0,3,90,250,2,2,2,2,2,1,2,1,20606,1,80,79000,79000,1742,"No"
21011569,6,501,1,1,2,1,1,1,1,2,7,7,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,3,2,1,17460,1,1,2,1,6,2003,1,45,57,0,2,1,0,2,0,0,1,0,0,1,0,0,3,0,2,2,4,57,57,1,3,2,1,1,0,2,4,2,1920,2,8,2,4,2,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,4,1,12,1,7,14,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,4,130,170,0,0,90,70,460,2,2,2,2,1,2,1,1,24185,1,75,151500,151500,1782,"No"
21011570,9,501,2,1,2,1,1,0,1,2,9,8,1,1,2,1,2,1,1,NA,2,1,1,1,2,2,2,2,3,3,3,1,17460,2,1,2,1,6,2022,1,44,57,0,2,1,0,2,0,2,0,0,2,0,0,0,4,0,2,2,3,57,57,1,3,2,1,3,0,3,4,2,1920,2,1,3,9,5,1,1,1,2,1,1,1,1,1,2,1,1,5,2,2,1,1,12,2,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,350,170,0,0,20,2,540,2,2,2,2,2,1,2,1,30391,1,302,280500,280500,2965,"No"
21011573,5,297,1,2,2,1,1,0,2,2,7,5,1,1,2,NA,1,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,17460,2,6,2,1,6,2012,2,40,57,0,2,6,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,57,57,3,3,2,1,3,0,3,NA,1,1919,2,NA,3,5,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,2,4,5,12,1,3,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,40,80,0,0,30,150,300,2,2,2,2,2,1,2,1,15502,1,11,46000,46000,1109,"No"
21011574,8,501,NA,1,2,1,1,1,2,2,NA,NA,2,NA,NA,1,2,1,1,2,2,1,2,1,2,2,2,2,3,3,3,1,17460,1,1,2,1,6,2019,1,45,57,0,2,1,0,2,0,0,0,0,0,0,0,0,2,0,2,1,2,57,57,NA,3,3,6,7,0,3,6,2,1990,1,2,3,8,4,1,1,1,2,1,1,1,1,1,2,1,1,5,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,60,60,0,0,3,90,210,NA,NA,NA,NA,NA,NA,NA,1,20019,1,375,348000,348000,4602,NA
21011576,5,58,1,1,2,1,0,0,1,2,8,9,2,1,2,1,2,1,3,2,2,1,1,2,1,1,2,2,3,3,3,1,17140,1,1,2,1,2,2023,1,44,57,0,2,1,2,2,0,0,0,1,0,0,0,0,2,0,2,1,4,57,57,3,3,2,1,1,0,2,5,1,1950,2,1,2,3,3,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,4,1,12,3,14,14,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,3,160,10,0,0,2,2,170,2,2,2,2,2,1,2,1,18070,1,20,10504,10504,190,"No"
21011577,6,501,2,1,2,1,1,0,2,2,8,8,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,17140,1,1,2,1,6,2018,1,44,57,0,2,1,0,2,0,1,0,0,1,0,0,0,3,0,2,2,4,57,210,1,2,2,1,1,0,3,4,1,1970,2,1,3,5,3,1,1,1,2,1,1,1,1,1,1,1,1,5,1,1,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,2,340,20,0,0,10,10,380,2,2,2,2,2,1,2,1,24063,1,125,230100,230100,2345,"No"
21011579,4,501,1,1,2,2,0,1,1,2,9,9,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,3,3,3,1,17140,1,4,2,1,6,2015,1,44,57,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1,1,57,57,1,3,2,1,1,0,2,NA,1,1980,NA,NA,1,4,2,1,2,1,2,1,1,1,1,1,1,1,1,3,1,1,4,1,12,1,14,14,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,200,0,0,0,2,2,200,2,2,2,2,2,1,2,1,15553,1,15,79000,79000,1315,"No"
21011583,7,501,2,1,1,2,1,0,1,2,9,9,2,1,2,1,2,1,1,4,2,1,1,1,1,2,2,2,1,3,3,1,17140,1,1,2,4,2,2012,1,44,102,0,2,1,2,4,1,0,0,1,0,0,0,0,4,1,2,2,2,110,102,2,1,2,1,1,0,3,1,3,1919,2,2,3,6,2,1,1,1,2,1,1,1,1,1,2,1,1,3,1,1,4,1,12,1,13,14,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,1,130,30,0,0,30,20,210,2,2,2,2,2,1,2,1,30733,1,108,185900,185900,616,"No"
21011584,4,151,1,1,2,2,0,0,2,2,7,9,2,2,2,1,2,1,1,0,1,1,2,1,1,1,2,1,3,3,3,1,17140,1,3,2,1,6,1984,1,44,57,0,2,4,1,1,0,0,0,0,0,0,0,0,1,0,2,1,2,57,57,2,3,2,1,1,0,1,6,1,1930,2,2,1,6,2,1,2,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,12,3,14,14,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,3,5,6,5,160,0,0,4,3,20,184,2,2,2,2,2,1,2,3,14290,3,36,21600,21600,772,"No"
21011585,6,NA,NA,1,NA,1,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,17140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,3,1,1960,NA,1,2,5,3,1,NA,NA,NA,1,1,1,1,1,1,1,NA,3,1,1,3,1,12,1,14,14,NA,NA,NA,2,2,NA,2,NA,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21011586,3,NA,2,2,2,2,0,0,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,1,17140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,NA,1,1920,2,NA,1,NA,1,1,1,NA,NA,1,1,1,2,1,2,5,1,1,2,2,4,6,12,1,14,14,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21011588,7,462,1,1,2,1,1,1,2,2,9,10,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,33340,2,1,2,1,6,2012,1,45,57,0,2,1,0,2,0,0,2,0,0,2,0,0,4,0,2,2,1,57,57,1,3,2,1,3,0,3,3,1,2000,2,1,3,8,4,1,1,1,2,1,1,1,1,1,2,2,1,5,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,1,240,110,0,0,3,100,450,2,2,2,2,2,1,2,1,30317,1,151,140000,140000,1196,"No"
21011589,6,393,2,1,2,1,0,1,1,2,7,8,2,1,2,1,2,1,1,2,2,1,2,1,2,2,2,2,3,3,3,1,33340,2,1,2,1,5,2017,1,39,57,0,2,1,0,2,0,1,1,1,1,1,0,0,4,0,2,2,1,57,57,1,3,3,6,7,0,2,3,2,1950,2,1,2,5,3,1,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,90,50,0,0,3,210,350,2,2,2,2,2,1,2,1,30563,1,68,120000,120000,1594,"No"
21011591,4,321,2,2,2,2,0,0,2,2,7,7,NA,1,2,NA,NA,1,2,1,2,1,1,1,2,2,2,2,3,3,3,1,33340,1,6,2,1,2,2018,1,39,57,0,2,4,0,1,0,0,0,1,0,0,0,0,1,0,2,1,1,57,57,1,3,2,1,1,0,3,NA,1,1970,2,NA,1,3,2,1,1,1,2,1,1,1,2,1,1,5,1,1,2,2,4,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,10,80,0,0,3,20,110,2,2,2,2,2,1,2,1,15553,1,0,50000,50000,960,"No"
21011594,5,15,2,1,2,2,1,0,2,2,8,8,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,3,3,3,1,33340,2,4,2,1,6,2010,1,42,57,0,2,7,0,2,1,0,0,0,0,0,0,0,2,0,2,1,4,57,57,3,3,2,1,3,0,1,1,1,1970,2,4,1,4,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,2,4,2,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,120,100,0,0,2,2,220,2,2,1,1,2,1,2,1,20019,1,21,3000,3000,1641,"Yes"
21011595,4,399,2,2,2,1,0,0,1,2,8,8,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,3,3,3,1,33340,1,6,2,1,6,2019,1,39,57,0,2,5,0,2,1,0,0,0,0,0,0,0,2,0,2,1,3,57,57,1,3,2,1,1,0,3,NA,1,1970,2,NA,1,2,2,1,1,1,2,1,1,1,2,1,1,5,1,1,1,1,4,5,12,4,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,4,5,6,5,150,0,0,0,2,2,150,2,2,2,2,2,1,2,1,20068,1,0,80000,40000,1450,"No"
21011596,5,501,2,1,2,1,0,0,1,2,8,8,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,33340,1,1,2,1,2,1995,1,39,57,0,2,1,0,2,0,0,0,1,0,0,0,0,2,0,2,1,1,57,57,2,3,2,1,3,0,3,4,1,1990,2,1,3,4,3,1,1,1,2,1,1,1,1,1,2,2,1,2,2,2,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,110,120,0,0,3,210,440,2,2,2,2,2,1,2,1,20120,1,112,138000,138000,1893,"No"
21011598,4,482,2,1,2,1,0,0,1,2,8,8,2,2,2,1,2,1,2,3,2,1,1,1,2,1,2,2,3,3,3,1,33340,2,1,2,1,2,2020,1,45,57,0,2,1,0,3,0,0,0,1,0,0,0,0,3,1,2,2,3,57,57,1,3,2,1,3,0,2,NA,1,2000,2,NA,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,4,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,140,50,0,0,2,2,190,2,2,2,2,1,2,2,1,23442,1,37,113100,113100,2027,"Yes"
21011599,5,13,2,1,2,1,0,1,1,1,10,10,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,33340,2,3,2,1,6,2003,1,44,57,0,2,6,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,57,57,2,3,2,1,3,0,3,NA,1,2000,1,NA,1,5,3,1,2,1,2,1,1,1,1,1,2,1,1,3,2,2,1,1,1,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,60,30,0,0,2,2,90,2,2,2,2,2,1,2,1,14290,1,197,1900,1900,2182,"Yes"
21011602,12,501,2,1,2,1,1,1,1,2,8,10,2,1,2,1,2,1,1,2,1,1,2,1,2,2,2,2,3,3,3,1,33340,1,1,2,1,6,2013,1,44,57,0,2,1,0,2,0,0,2,0,0,2,0,0,4,0,2,2,1,57,57,2,3,3,6,7,0,3,3,5,1990,1,1,3,8,5,1,1,1,2,1,1,1,1,1,2,2,1,6,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,5,5,6,5,200,220,0,0,2,40,460,2,2,2,2,2,1,2,1,30217,1,139,190000,190000,3387,"No"
21011604,5,256,2,2,2,1,1,0,2,2,9,10,2,1,NA,2,2,1,2,1,2,1,1,1,2,2,2,2,3,3,3,1,33340,1,6,2,1,6,2021,2,40,57,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1,3,57,57,3,3,2,1,1,0,3,NA,1,1950,2,NA,3,3,2,1,1,1,2,1,1,1,2,1,1,5,1,2,1,1,4,5,12,2,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,80,0,0,0,2,2,80,2,2,2,2,1,2,2,1,15632,1,0,40000,40000,1010,"No"
21011607,6,465,2,1,2,1,0,0,2,2,7,7,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,33340,1,1,2,1,2,2022,1,42,57,0,2,1,0,2,0,2,0,1,2,0,0,0,4,0,2,2,3,57,57,1,3,2,1,1,0,3,3,2,1960,2,1,3,6,3,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,1,7,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,120,40,0,0,30,2,190,2,2,2,2,2,1,2,1,30317,1,123,141000,141000,2405,"No"
21011608,5,NA,2,1,2,1,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,2,NA,NA,NA,2,NA,NA,NA,1,33340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,4,1,1960,2,4,1,7,3,1,NA,NA,NA,2,1,1,1,1,1,1,NA,2,3,3,1,3,12,1,14,14,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21011609,3,115,2,1,2,2,0,0,1,2,7,7,1,1,1,1,1,1,2,NA,1,1,NA,2,2,2,2,2,3,3,3,1,33340,2,6,2,1,6,2018,1,38,57,0,2,6,0,1,0,0,0,0,0,0,0,0,1,0,2,1,3,57,57,3,3,NA,NA,NA,0,2,NA,1,1990,2,NA,1,1,1,1,2,1,2,1,1,1,2,1,1,5,1,1,2,2,4,1,12,2,3,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,10,50,0,0,2,2,60,2,1,1,1,2,1,2,1,15591,1,0,18000,18000,5460,"Yes"
21011613,7,501,2,1,2,1,0,1,1,2,10,10,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,33340,1,4,2,1,6,1992,1,41,57,0,2,2,0,2,0,0,0,0,0,0,0,0,2,1,2,2,1,57,57,2,3,2,1,1,0,2,5,3,1970,2,1,2,5,3,1,2,1,2,2,1,1,1,1,2,2,2,3,1,2,1,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,90,140,0,3,3,3,230,2,2,2,2,2,1,2,1,19953,1,99,110020,110020,1551,"No"
21011615,5,291,2,1,2,1,1,0,1,1,10,10,2,1,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,33340,2,3,2,1,6,2001,1,39,57,0,2,6,1,1,0,0,0,0,0,0,0,0,1,0,2,1,1,57,57,2,3,2,1,3,0,1,NA,1,1990,1,4,1,4,2,1,1,1,1,1,1,1,1,1,1,2,1,3,2,2,4,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,90,80,0,0,2,60,230,2,2,2,2,2,1,2,1,14411,1,27,42000,42000,675,"Yes"
21011618,6,501,2,2,2,1,0,0,1,2,7,8,2,2,2,1,2,1,1,2,1,1,1,1,2,2,2,2,3,3,3,1,33340,1,1,2,1,6,1985,1,41,57,0,2,1,2,2,0,0,0,0,0,0,0,0,2,0,2,1,1,57,57,2,3,2,1,1,0,2,5,2,1970,2,4,2,4,3,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,4,1,12,1,14,14,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,100,60,0,0,4,3,164,2,2,2,2,2,1,2,1,18114,1,47,95000,95000,407,"No"
21011619,7,501,2,1,2,1,1,0,2,2,7,9,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,2,1,33340,1,4,1,1,6,2012,1,43,57,2,2,5,0,2,1,0,0,0,0,0,0,0,2,0,2,1,2,57,370,1,2,2,1,3,0,3,5,2,1919,2,1,3,6,3,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,1,12,2,14,14,2,1,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,5,5,6,4,110,70,0,0,2,70,250,2,2,2,2,2,1,2,1,19953,1,87,217900,97900,2089,"No"
21011621,9,NA,2,1,2,1,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,NA,2,NA,NA,NA,1,33340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,3,1930,2,1,3,6,4,1,1,NA,NA,1,1,1,1,1,1,1,1,2,2,2,4,1,12,1,13,6,NA,NA,NA,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
21011622,8,501,2,1,2,1,1,0,2,2,10,10,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,3,3,3,1,33340,1,1,2,1,6,2020,1,47,57,0,2,1,0,2,0,2,0,0,2,0,0,0,4,0,2,2,3,57,57,1,3,2,1,1,0,2,5,2,1970,2,1,2,6,4,1,1,1,2,2,1,1,1,1,2,1,2,3,2,2,4,1,1,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,6,5,90,170,0,0,2,3,260,2,2,2,2,1,3,2,1,30317,1,117,190500,190500,1956,"No"
21011623,4,221,2,1,2,1,1,0,2,2,9,9,2,1,2,1,2,1,2,0,1,1,1,1,2,2,2,2,3,3,3,1,33340,1,3,2,1,6,2021,1,40,57,0,2,4,1,1,0,0,0,0,0,0,0,0,1,0,2,1,3,57,57,2,3,2,1,1,0,3,NA,1,1990,2,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,5,12,2,7,14,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,40,2,0,0,2,2,40,2,2,2,2,2,1,2,2,14373,1,13,31710,31710,1053,"No"
21011624,6,501,2,1,2,1,1,0,1,2,9,9,2,2,2,1,2,1,1,NA,NA,1,1,1,2,2,2,2,3,3,3,1,33340,1,1,2,1,6,1995,1,45,57,0,2,1,1,2,0,0,0,0,0,0,0,0,2,0,2,1,2,57,57,2,3,2,1,1,0,3,3,1,1990,2,1,3,7,3,1,1,1,2,1,1,1,1,1,2,1,1,4,2,2,2,1,1,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,80,160,0,0,4,20,264,2,2,2,2,2,1,2,1,18114,1,98,275560,275560,675,"No"
21011625,8,501,2,1,2,1,1,0,2,2,10,10,2,2,2,1,2,1,1,2,2,1,2,1,2,2,2,2,3,3,3,1,33340,1,1,2,1,2,1980,1,43,57,0,2,1,2,2,0,0,0,1,0,0,0,0,2,0,2,1,1,57,57,2,3,3,6,7,0,2,5,3,1950,2,1,2,NA,3,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,2,1,5,1,3,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,150,70,0,0,10,70,300,2,2,2,2,2,1,2,1,18114,1,123,100000,100000,777,"Yes"
21011626,6,501,2,1,2,1,0,1,2,2,9,9,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,2,3,3,3,1,33340,2,1,2,5,6,2014,4,45,210,0,2,1,0,2,0,0,1,0,0,1,0,0,3,0,2,2,1,210,210,1,1,2,1,3,0,3,3,2,1980,2,1,3,8,3,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,2,1,12,1,14,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,110,120,0,0,2,90,320,2,2,2,2,2,1,2,1,24122,1,26,154200,154200,2841,"No"
21011627,5,501,2,1,2,1,0,0,2,2,10,10,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,3,3,3,1,33340,1,2,2,5,6,2005,1,47,207,0,2,4,1,1,0,0,0,0,0,0,0,0,1,0,2,1,4,207,207,3,1,2,1,1,0,3,4,1,2000,1,1,3,4,3,1,2,1,2,1,1,1,1,1,2,2,1,5,2,2,2,1,12,1,3,14,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,6,5,80,120,0,0,3,3,200,2,2,2,2,2,1,2,1,14373,1,99,160000,160000,2752,"No"
21011628,2,286,2,2,2,2,0,0,2,2,7,8,2,2,2,1,2,1,2,NA,NA,1,1,1,2,2,2,2,3,3,3,1,33340,1,4,2,1,6,2023,1,42,57,0,2,4,0,1,0,0,0,0,0,0,0,0,1,0,2,1,3,57,57,1,3,2,1,1,0,3,NA,1,1950,2,NA,1,5,0,1,1,1,2,1,1,1,2,1,2,5,1,1,2,1,4,5,12,1,14,14,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,5,60,4,0,0,2,10,74,2,2,2,2,2,1,2,1,15726,1,0,45000,45000,754,"No"
21011632,5,293,2,1,2,1,0,0,1,2,9,9,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,3,3,3,1,33340,1,1,2,1,2,2022,1,45,57,0,2,1,2,2,0,0,0,1,0,0,0,0,2,0,2,1,3,57,57,2,3,2,1,1,0,2,NA,2,1990,2,NA,2,4,2,1,1,1,2,1,1,1,1,1,1,1,1,3,1,2,4,1,12,1,14,14,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,5,5,6,1,70,60,0,0,2,2,130,2,2,2,2,2,1,2,1,18162,1,22,53300,53300,1752,"Yes"
